filepath,prediction,label,mad,ssim,l2
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/4Q2SRFRTJG.jpg,0,0,0.9999999999898425,0.3603999614715576,15.1847505569458
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/NQFZ32RJPA.jpg,1,0,0.9999999980651999,0.3420436382293701,15.402748107910156
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/JD5WDQ64Y6.jpg,1,0,0.9999999894953289,0.4131946563720703,14.561718940734863
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/NJOZOOAW5Y.jpg,1,0,0.9999999993639418,0.3479922413825989,15.450690269470215
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/Q08VSHMWI0.jpg,1,0,0.9999999909524682,0.3550266623497009,15.465312004089355
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/C442PAL74X.jpg,0,0,0.9999999922361894,0.3441922664642334,15.158659934997559
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/RECOK3KVZ0.jpg,1,0,0.9999996306673796,0.1768442988395691,15.415949821472168
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/N0BA77DQ73.jpg,1,0,0.9999999988784921,0.34988564252853394,15.487312316894531
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/H2NHEUTF2G.jpg,1,0,0.9999999995454166,0.3577813506126404,15.515196800231934
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/5ZRCNYF6N4.jpg,0,0,0.9999999832143439,0.30237168073654175,15.437939643859863
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/7EUQP5JTVD.jpg,1,0,0.9999999937052622,0.3543786406517029,15.517946243286133
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/H6TQ0EOFJN.jpg,1,0,0.999999999652468,0.33278846740722656,15.476629257202148
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/FE2CGLCPLW.jpg,1,0,0.9999999974795816,0.35036492347717285,15.404681205749512
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/8WSEKAP91G.jpg,0,0,0.9999999983157043,0.399172306060791,15.519163131713867
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/FCIPN2UWQM.jpg,0,0,0.999999987354307,0.29462647438049316,15.509553909301758
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/0GCSRW8CPV.jpg,1,0,0.9999999921657164,0.31876909732818604,15.382264137268066
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/EPKU7GBNR3.jpg,1,0,0.9999999964103293,0.20658373832702637,15.367228507995605
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/4HTKBATVIZ.jpg,1,0,0.9999999796091843,0.2849295139312744,15.347539901733398
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/ASZ7O9KT8S.jpg,0,0,0.999999998453698,0.3861180543899536,15.291708946228027
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/J41Y6N2Y5W.jpg,1,0,0.9999999899242082,0.32667630910873413,15.472029685974121
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/Y5FRYSCE9B.jpg,1,0,0.9999999991490502,0.32658153772354126,15.384557723999023
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/5Y9FS7L03P.jpg,1,0,0.9999999931362209,0.25612586736679077,15.446615219116211
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/5OTDJRRL1L.jpg,1,0,0.9999999653366142,0.2740737199783325,15.505414962768555
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/X7M1V00OQ6.jpg,0,0,0.9999999966453024,0.4045429825782776,15.498379707336426
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/N8PPVP68Y3.jpg,1,0,0.9999999993564194,0.25269585847854614,15.514277458190918
./data/140k_flickr_faces/real_vs_fake/real-vs-fake/test/fake/2I6KO9AZGJ.jpg,1,0,0.9999999972276006,0.3243764638900757,15.495950698852539
